type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,RUL,<lambda>_Battery_current,<lambda>_Battery_impedance,<lambda>_Current_charge,<lambda>_Current_load,<lambda>_Current_measured,<lambda>_Sense_current,<lambda>_Temperature_measured,<lambda>_Voltage_charge,<lambda>_Voltage_load,<lambda>_Voltage_measured,mean_Battery_current,mean_Battery_impedance,mean_Current_charge,mean_Current_load,mean_Current_measured,mean_Rectified_Impedance,mean_Sense_current,mean_Temperature_measured,mean_Voltage_charge,mean_Voltage_load,mean_Voltage_measured,std_Battery_current,std_Battery_impedance,std_Current_charge,std_Current_load,std_Current_measured,std_Rectified_Impedance,std_Sense_current,std_Temperature_measured,std_Voltage_charge,std_Voltage_load,std_Voltage_measured,Impedance_Magnitude_Avg,Impedance_Magnitude_Change_Rate
charge,2008-04-30 13:56:29,24,B0007,171,5908,05908.csv,,,,,,,0.0,,-0.0027474233864982,,-2.00216296115817,0.0,,0.7077332592363406,,,0.6677169193286411,,0.6634760713583135,,,25.45904949070632,4.022584190579318,,4.140791354371345,,,0.6462766043659713,,0.6432005831974882,,,1.3900699096234248,1.420331395306399,,0.1187762738829369,,
impedance,2008-04-30 16:48:25,24,B0007,172,5909,05909.csv,,0.04974625536405859,0.07095960275807538,,-161.9937720306224,0.149244299957016,,,,89.7022874130405,,,,,330.090633927183,0.1976258052888496,,,,0.0623942936375427,834.0019623740915,,,,,42.45242846518303,0.0363199360728259,,,,0.0078413387677376,36.19996715086954,,,,,0.06238325345742316,
discharge,2008-04-30 17:20:16,24,B0007,173,5910,05910.csv,1.7702629734732853,,,,,,,0.0,-0.0027984062382695,,15.95998067166498,,0.001,-1.2899976713811858,,,,1.977084240687679,-1.966838273678528,,,32.133873372089305,,2.5986475644699145,3.555013984911923,,,,0.2131262264489185,0.2118304202564044,,,3.5888716417563304,,0.3478641961965731,0.2516855837525761,,
impedance,2008-04-30 18:16:07,24,B0007,174,5911,05911.csv,,0.04905350092860657,0.0716505512430741,,-158.73976174503622,0.1462126364685765,,,,91.02702499402142,,,,,331.43728967825933,0.1957808330668792,,,,0.0611374113718996,832.4224862868068,,,,,42.60130905665624,0.0362856157924414,,,,0.0081499791261328,36.81335141799604,,,,,0.0611265451198509,
charge,2008-04-30 18:47:57,24,B0007,175,5912,05912.csv,,,,,,,-0.0006,,0.0022378465264743,,-2.2521361401394806,0.0,,0.7002754927173966,,,0.6534635663034812,,0.6494542689881208,,,25.34339653019257,3.955264150943396,,4.142616291192758,,,0.6456378359488001,,0.6426252100916328,,,1.4356279259970506,1.4968108931756483,,0.1172118757879402,,
impedance,2008-04-30 21:43:03,24,B0007,176,5913,05913.csv,,0.04989362821249148,0.06988750479775756,,-162.52423255124927,0.1503926526995594,,,,87.36424382385212,,,,,330.23366651739326,0.197386417950802,,,,0.0621811220073342,833.6290921147335,,,,,42.51984562765035,0.0365992713322109,,,,0.0080582282211274,35.98869277504438,,,,,0.06217137711168437,
discharge,2008-04-30 22:14:54,24,B0007,177,5914,05914.csv,1.760081061854204,,,,,,,0.0,0.0045768219976066,,15.614137150881168,,0.001,-1.2065937090284318,,,,1.971272988505747,-1.960929600351624,,,31.889431533099835,,2.5923706896551724,3.552637375406741,,,,0.2382744032764517,0.2369503209906102,,,3.5567450064367256,,0.3724477998781911,0.2487974978301718,,
impedance,2008-04-30 23:10:36,24,B0007,178,5915,05915.csv,,0.047713850867314125,0.07104861014688077,,-157.53799258559025,0.1430476640690606,,,,89.59906675640707,,,,,332.2183283756203,0.194842597826651,,,,0.060528770719467,831.8794668661398,,,,,42.76777226388964,0.03589767307164,,,,0.0084643668929604,36.51763621494295,,,,,0.06051751199684589,
charge,2008-04-30 23:42:27,24,B0007,179,5916,05916.csv,,,,,,,0.0,,-0.0059345846764737,,-2.232018972481672,0.0,,0.6790542039923606,,,0.6263419512195122,,0.6223080903373258,,,25.228421211568914,3.747407958921694,,4.145719435970476,,,0.6450271062744222,,0.6420116782919733,,,1.4443860640877944,1.7097436559221135,,0.1138039385598728,,
impedance,2008-05-01 02:43:42,24,B0007,180,5917,05917.csv,,0.04762093306188868,0.06959637470924757,,-161.63234890551468,0.145460101762538,,,,85.07725697444414,,,,,331.2368462648442,0.1960364639768396,,,,0.0611916868134215,832.609767675592,,,,,42.72952700624355,0.0364373347335508,,,,0.0082321266971859,35.98905881150801,,,,,0.06117935952837964,
discharge,2008-05-01 03:15:33,24,B0007,181,5918,05918.csv,1.749647593537689,,,,,,,0.0,-0.0010985915390053,,15.98227500974695,,0.001,-1.228450590779509,,,,1.9711896253602303,-1.9607588424014128,,,31.81736328028128,,2.5875792507204616,3.547186025484395,,,,0.2386182437502155,0.2372447833872406,,,3.6155870578663865,,0.3789033101097874,0.2595089504618381,,
impedance,2008-05-01 04:11:07,24,B0007,182,5919,05919.csv,,0.04799398254598553,0.07155340020297168,,-154.41401797622677,0.1425217170629264,,,,89.61360811949385,,,,,331.34670006252645,0.1959716725372703,,,,0.0612890670247827,832.7672552724388,,,,,42.54777199183402,0.0359678105243461,,,,0.0086078189385389,36.48957188281657,,,,,0.061278323070113196,
charge,2008-05-01 04:42:57,24,B0007,183,5920,05920.csv,,,,,,,0.0006,,-0.0036218251492616,,-2.309188708092901,0.0,,0.6774365050592892,,,0.6263376059594145,,0.6223369324512339,,,25.11195849555622,3.8442245055227326,,4.146768957078443,,,0.6433567324340068,,0.6403590756483476,,,1.4591199839626716,1.6124929574949325,,0.1131824298698465,,
impedance,2008-05-01 07:44:12,24,B0007,184,5921,05921.csv,,0.04647996212810349,0.07109805169409975,,-165.04823454174607,0.1536900899113674,,,,86.70368693627836,,,,,330.74814418373995,0.196825792745762,,,,0.0616660225182581,833.1178224830898,,,,,42.95058061579443,0.0373194654358793,,,,0.0086925069316219,36.05661441879308,,,,,0.061655677345762626,
discharge,2008-05-01 08:16:03,24,B0007,185,5922,05922.csv,1.749650075059311,,,,,,,0.0,-0.0009098603920655,,16.155718707640688,,0.001,-1.221099769080456,,,,1.9711063583815027,-1.9607439129501685,,,31.72316205746117,,2.585832369942197,3.546814755244375,,,,0.2389587684160848,0.2375980895276088,,,3.646347502451424,,0.3776039804101825,0.2570425678213495,,
impedance,2008-05-01 09:11:27,24,B0007,186,5923,05923.csv,,0.04743838010781302,0.07011601815239543,,-165.85440065393362,0.1531396507637462,,,,92.25649747416992,,,,,332.2684172850785,0.1948287812582995,,,,0.0604164991106909,831.6063864977731,,,,,43.10217023278645,0.0370912824223937,,,,0.0086451515626467,36.58168720112605,,,,,0.060406020757177346,
charge,2008-05-01 09:43:18,24,B0007,187,5924,05924.csv,,,,,,,-0.0006,,-0.0005721872404265,,-2.053225634782944,0.0,,0.6641629562793563,,,0.630606314968815,,0.6263833571838341,,,25.084968690362786,3.8847707900207897,,4.147015930897931,,,0.6426201860377025,,0.6396065885658228,,,1.440082054865977,1.5703777022899432,,0.1123805012361666,,
impedance,2008-05-01 12:42:34,24,B0007,188,5925,05925.csv,,0.04796925031131609,0.07089251138004057,,-159.15592218999907,0.1462179291527005,,,,89.13453905393544,,,,,330.65006470406934,0.196756101580858,,,,0.0617858222801008,833.2149045508313,,,,,42.414888517880286,0.0360217182532032,,,,0.0081119634220427,36.12618197358746,,,,,0.06177415442371188,
discharge,2008-05-01 13:14:24,24,B0007,189,5926,05926.csv,1.745028739214683,,,,,,,0.0,0.0038610185404509,,16.10414705658935,,0.001,-1.1714500422906369,,,,1.965328323699422,-1.9550964299704847,,,31.957150654392294,,2.5751329479768788,3.544785017297267,,,,0.2613768829938078,0.2599396573864495,,,3.7270338582730753,,0.4026468294052802,0.2594142565928167,,
impedance,2008-05-01 14:09:50,24,B0007,190,5927,05927.csv,,0.048992220667641126,0.07040814900058472,,-159.51893305453763,0.1435091266465735,,,,90.1858172854337,,,,,331.4902515632612,0.1957401681346073,,,,0.061058078226121,832.4545378861336,,,,,42.739337559419766,0.0361986940314966,,,,0.0077902448124463,36.686817265262135,,,,,0.061046322528071184,
charge,2008-05-01 14:41:41,24,B0007,191,5928,05928.csv,,,,,,,0.0006,,-0.000943143733137,,-1.920672054151524,0.0,,0.6599177224438537,,,0.6349512981904013,,0.6305342065252072,,,25.58786856081741,3.8972575399947536,,4.146555215254979,,,0.6427568441237405,,0.6397654751620115,,,1.3987679513581763,1.5597975400592043,,0.1126363826888843,,
impedance,2008-05-01 17:39:20,24,B0007,192,5929,05929.csv,,0.04822541815588505,0.07097691576307026,,-161.2882516303724,0.1474146441648523,,,,91.0961142669363,,,,,331.084788000847,0.1962351357448375,,,,0.0613998887419764,832.7848281722991,,,,,42.56697288676042,0.0363459329359889,,,,0.0080161883389542,36.29402115931144,,,,,0.06139023573738996,
discharge,2008-05-01 18:11:10,24,B0007,193,5930,05930.csv,1.7396457455286727,,,,,,,0.0,0.0054352870332131,,15.784012560776194,,0.001,-1.163428370469072,,,,1.9652278260869565,-1.955058998571939,,,32.29917704213345,,2.5768289855072464,3.546521542096416,,,,0.2617498209327788,0.2601527067670466,,,3.636936304022917,,0.4012017735639842,0.2563684525041301,,
impedance,2008-05-01 19:06:26,24,B0007,194,5931,05931.csv,,0.04821470056663109,0.06961687203754899,,-159.76421917019263,0.1449519972177106,,,,89.06309992794434,,,,,332.236504979196,0.1948004477578779,,,,0.0602984433179158,831.5517134029393,,,,,43.0292170908007,0.0366149807436087,,,,0.008143008631884,36.76674066021893,,,,,0.06028929473195626,
charge,2008-05-01 19:38:17,24,B0007,195,5932,05932.csv,,,,,,,0.0,,-0.0080065590539914,,-2.1034365458259536,0.0,,0.6518880852767119,,,0.6240573350582148,,0.6199172500124813,,,25.48842021020059,3.840025873221215,,4.147921891536968,,,0.6417974044815162,,0.6388476478143549,,,1.430513723681895,1.6174906041157917,,0.1112638331497501,,
impedance,2008-05-01 22:38:24,24,B0007,196,5933,05933.csv,,0.04908955036286932,0.07022873713037443,,-155.1274224748879,0.1395416967603297,,,,88.92859588620047,,,,,330.9071683795852,0.1963713952704456,,,,0.0616870914335616,833.1384006487064,,,,,42.084615122830165,0.0352348435061035,,,,0.0079870743813378,36.11954611010573,,,,,0.0616773285551238,
discharge,2008-05-01 23:10:15,24,B0007,197,5934,05934.csv,1.7285642277717963,,,,,,,0.0,0.0029527706196268,,15.731924002352669,,0.001,-1.1288400996619967,,,,1.9594318840579708,-1.949154513040528,,,32.128842946565555,,2.5659449275362323,3.540832547654255,,,,0.2823088516171285,0.2803310315268704,,,3.651506946468375,,0.4276880517767892,0.2641813480482808,,
impedance,2008-05-02 00:05:31,24,B0007,198,5935,05935.csv,,0.047912972518477946,0.06948120171428374,,-156.16296737810774,0.1424753410335817,,,,90.27427969155248,,,,,332.63537812708205,0.1943425727394132,,,,0.0601456321281396,831.4651455318117,,,,,42.88927368587814,0.0362114055785172,,,,0.0085718495664675,36.61788703756663,,,,,0.06013626220076956,
charge,2008-05-02 00:37:22,24,B0007,199,5936,05936.csv,,,,,,,-0.0006,,0.0091641344518893,,-2.235874209686173,0.0,,0.6476887833526406,,,0.6832523457492181,,0.6789755179077069,,,25.520562110849983,4.241835371054877,,4.143266423018527,,,0.6394320072783869,,0.6362707898171686,,,1.450666615984132,1.084305447585323,,0.1141583501533106,,
impedance,2008-05-02 03:21:43,24,B0007,200,5937,05937.csv,,0.048817413924019566,0.07189407403925935,,-157.52287785089558,0.145275496922625,,,,90.64735364020488,,,,,330.3134669171393,0.1971356331046735,,,,0.062101837424948,833.3791938093277,,,,,42.35816084131681,0.0360626674502099,,,,0.0083754494039274,35.90741336452986,,,,,0.062089752302068306,
discharge,2008-05-02 03:53:34,24,B0007,201,5938,05938.csv,1.723900324588418,,,,,,,0.0,-0.0013235679727756,,15.72681079266647,,0.001,-1.1041454051230493,,,,1.959195335276968,-1.9485230174751031,,,32.021134355757404,,2.567661807580176,3.5429925113583938,,,,0.2831160169303465,0.2814335775032654,,,3.676565715138549,,0.4240723442146602,0.2547075170842507,,
impedance,2008-05-02 04:48:33,24,B0007,202,5939,05939.csv,,0.04761040788727024,0.0703612147830665,,-163.5379249037812,0.1492314345825992,,,,90.85397120560664,,,,,332.61698727306884,0.1943018685363379,,,,0.0600003306666448,831.070790667561,,,,,43.17157369276865,0.0368865541476495,,,,0.0081446666555764,36.71800989418744,,,,,0.05998965942342892,
charge,2008-05-02 05:20:24,24,B0007,203,5940,05940.csv,,,,,,,0.0,,-0.0038740168582815,,-2.215140149183757,0.0,,0.630583808954992,,,0.6469418856678408,,0.64283470861952,,,25.33659989417566,4.035889460850719,,4.1474070239405405,,,0.6397003424462694,,0.6366567688784904,,,1.4614295997216742,1.396396803672309,,0.1107334826791889,,
impedance,2008-05-02 08:12:49,24,B0007,204,5941,05941.csv,,0.04889219507251717,0.07012605128802055,,-153.96881444481286,0.1367214910694157,,,,86.94271511612192,,,,,331.02809045552993,0.1961330733867838,,,,0.061698217662775,833.0292681645725,,,,,41.89609776300833,0.0346084784414381,,,,0.0082478939553367,35.79277974537801,,,,,0.061684953645088976,
discharge,2008-05-02 08:44:40,24,B0007,205,5942,05942.csv,1.7139788776485192,,,,,,,0.0,-0.0016954636098572,,15.905209027199597,,0.001,-1.0810275763107264,,,,1.9533661807580172,-1.9431227050969848,,,31.85904886148665,,2.5534927113702626,3.5360811169860216,,,,0.3022124852174966,0.3003332633410813,,,3.7288303463960735,,0.4502702233876093,0.2652812359094406,,
impedance,2008-05-02 09:39:40,24,B0007,206,5943,05943.csv,,0.048347237713963785,0.07029953014036178,,-163.81068701274194,0.1488614711356614,,,,92.14647166366922,,,,,331.7313017540267,0.1954161064929443,,,,0.0608246726388897,832.1266354502404,,,,,42.83723265493255,0.036555752099797,,,,0.0081800264299364,36.58430499215115,,,,,0.060813550618769606,
charge,2008-05-02 10:11:31,24,B0007,207,5944,05944.csv,,,,,,,0.0,,0.0006443250379355,,-1.9486191339213408,0.0,,0.6248318460497666,,,0.6182129836406127,,0.6139637849196284,,,25.20201911662045,3.9078122565567375,,4.150676946753748,,,0.6381600043979562,,0.6351560829079682,,,1.4293131528840946,1.5417308151236018,,0.1081188887469349,,
impedance,2008-05-02 13:11:13,24,B0007,208,5945,05945.csv,,0.04742321873077289,0.06907761875176498,,-157.48634452054446,0.1472333392514991,,,,90.92640222661088,,,,,331.15263828683493,0.1961170895690272,,,,0.0613419514518233,832.488256019012,,,,,42.60827240811648,0.0361678347652421,,,,0.0084735760796029,36.26629100708133,,,,,0.06132979738929235,
discharge,2008-05-02 13:43:05,24,B0007,209,5946,05946.csv,1.7139701997004613,,,,,,,0.0,0.0048324963590868,,15.939603186675104,,0.001,-1.0679406545162236,,,,1.9532298245614037,-1.9430080085541768,,,32.16100333536097,,2.554590643274854,3.5392436935272635,,,,0.3026447207961433,0.3007553365017744,,,3.79797789082367,,0.4467124574252881,0.2573439370029045,,
impedance,2008-05-02 14:37:55,24,B0007,210,5947,05947.csv,,0.050111225517516046,0.06960073254899966,,-158.316452709422,0.1460399486514623,,,,91.03478261178088,,,,,331.3078200759452,0.1959554991061385,,,,0.0610530007119301,832.2788271145652,,,,,42.911974761105725,0.0367883385675365,,,,0.0078608658420316,36.91194484743784,,,,,0.06104458178632839,
charge,2008-05-02 15:09:46,24,B0007,211,5948,05948.csv,,,,,,,0.0,,0.0016920004102328,,-2.029278098295329,0.0,,0.6187646080772042,,,0.6106440411840413,,0.6065289378598703,,,25.656761357540805,3.8196254826254825,,4.150973120023616,,,0.6382437770378471,,0.6351361050695647,,,1.4239693732937089,1.6330585135477411,,0.1076893893442056,,
impedance,2008-05-02 18:11:03,24,B0007,212,5949,05949.csv,,0.048460437754935325,0.0708375336017697,,-156.22972722160978,0.1423634900801679,,,,87.03327291540734,,,,,330.40605584089707,0.1969658238060525,,,,0.0620116025439471,833.256207763477,,,,,42.25780687434095,0.0356448689425351,,,,0.0079671247313785,35.861160417719624,,,,,0.06200173166254876,
discharge,2008-05-02 19:07:48,24,B0007,213,5950,05950.csv,1.7036521173638766,,,,,,,0.0001999999999999,0.0001607482555701,,15.373027058633491,,0.001,-1.080281448135588,,,,1.953092082111437,-1.9425165961920088,,,32.10276048728767,,2.5516979472140764,3.534823706293257,,,,0.3030826046817138,0.3014163763685502,,,3.609128520072677,,0.4515751057607499,0.2665950297435125,,
charge,2008-05-02 20:28:25,24,B0007,214,5951,05951.csv,,,,,,,0.0,,-0.0007659964223326,,-2.759359008977899,0.0,,0.6237831611807496,,,0.6289848871181939,,0.6248712469131674,,,25.70355620495073,3.934391500664011,,4.149258356029318,,,0.6385370675239141,,0.6355033412419122,,,1.4964123475537687,1.5155534984714387,,0.1092451881212529,,
discharge,2008-05-02 23:24:17,24,B0007,215,5952,05952.csv,1.7040137474382486,,,,,,,0.0,0.0030811153702861,,15.706712711039524,,0.001,-1.0394829647765893,,,,1.9472299120234604,-1.9370190075205085,,,32.33880662180898,,2.550475073313783,3.5366477402090606,,,,0.3209765733383841,0.3190762556693421,,,3.7790129944718553,,0.4704864536342182,0.2620403236678221,,
impedance,2008-05-03 00:18:59,24,B0007,216,5953,05953.csv,,0.04874528416849275,0.07248947480976828,,-163.25924254679566,0.1478770102587241,,,,86.40578096081856,,,,,330.8404515179386,0.1966095870206672,,,,0.0616936250396519,833.0677437515383,,,,,42.71860729846862,0.0364985366953481,,,,0.0083698373465163,35.81430767260512,,,,,0.06168370532007864,
charge,2008-05-03 00:50:52,24,B0007,217,5954,05954.csv,,,,,,,0.0,,0.0016870450365662,,-2.335622567737211,0.0,,0.6118622010827055,,,0.6466994784518255,,0.6424405789081298,,,25.605973227211333,4.070616524842163,,4.148663453896309,,,0.6372673677191074,,0.6342343502812088,,,1.5011664517996242,1.3492423921418513,,0.1089540530783022,,
impedance,2008-05-03 03:41:16,24,B0007,218,5955,05955.csv,,0.04890922045962195,0.07224375321168745,,-150.9117138525432,0.13359733254407,,,,87.16623173056871,,,,,330.1220233757272,0.19728418374803,,,,0.062508502500767,833.9857960389569,,,,,41.6434097380928,0.0343517912150002,,,,0.0084679410119364,35.66846237284005,,,,,0.06249746472436303,
discharge,2008-05-03 04:13:08,24,B0007,219,5956,05956.csv,1.6935716157343033,,,,,,,0.0,0.0049317279110413,,15.51787656717525,,0.001,-0.992175904813252,,,,1.9411941176470584,-1.931019209657836,,,32.21373014824893,,2.5393617647058826,3.535206284098092,,,,0.33831195910906,0.3363260807470921,,,3.8120846020333934,,0.4875618121404133,0.2558244000787878,,
impedance,2008-05-03 05:07:41,24,B0007,220,5957,05957.csv,,0.04834801429353973,0.07007227991852431,,-160.49448369763422,0.1427758417264988,,,,87.22171708118594,,,,,332.4479108652196,0.1946586681538722,,,,0.0603841204005465,831.9796394044437,,,,,42.788497145692006,0.0359005518664199,,,,0.0079811313301389,36.26304559642679,,,,,0.060372295083838415,
charge,2008-05-03 05:39:33,24,B0007,221,5958,05958.csv,,,,,,,0.0,,-0.0023396012297352,,-2.329088960583988,0.0,,0.5991297332451149,,,0.6119727201463289,,0.6079057067208263,,,25.387711853967417,3.879760125424614,,4.152372668148311,,,0.6357059124409531,,0.632657218560907,,,1.508007310335456,1.5717385772449517,,0.1057481284622348,,
impedance,2008-05-03 08:38:27,24,B0007,222,5959,05959.csv,,0.05049341528042814,0.0714779278737494,,-152.0219271536703,0.1362832583104744,,,,86.88657934138553,,,,,329.747026116428,0.1978453350875026,,,,0.062793393914497,834.4397067861458,,,,,41.7652924448799,0.0348099182024007,,,,0.0083037735503916,35.695090901104095,,,,,0.06278348867513325,
discharge,2008-05-03 09:10:19,24,B0007,223,5960,05960.csv,1.6876577363877656,,,,,,,0.0,-0.00287931810698,,15.629554015632356,,0.001,-0.9911663229937746,,,,1.9410206489675512,-1.930473835480344,,,32.09949526722965,,2.536268436578171,3.53298522375534,,,,0.3387969075165428,0.3366013359882928,,,3.8424730209264863,,0.4883893967691586,0.2574478834913664,,
impedance,2008-05-03 10:04:43,24,B0007,224,5961,05961.csv,,0.04790614551385609,0.07076656687245311,,-163.29614168755023,0.1485053097947135,,,,94.68273717045064,,,,,331.84826940757745,0.1954002384909578,,,,0.0609660326584773,832.3663973225715,,,,,42.73019055108892,0.0362485238625915,,,,0.008560333657614,36.28871001787894,,,,,0.06095445220040879,
charge,2008-05-03 10:36:35,24,B0007,225,5962,05962.csv,,,,,,,0.0,,0.0006115182101945,,-2.2225122302691744,0.0,,0.5952258787509543,,,0.6196742038216561,,0.6155482454563233,,,25.34324683845571,3.964665605095541,,4.152356182458047,,,0.6347507068605736,,0.631722506529986,,,1.4975495600201325,1.4779277660718582,,0.1056999466259111,,
impedance,2008-05-03 13:32:41,24,B0007,226,5963,05963.csv,,0.049653807534869046,0.07281511275371025,,-154.8039636866057,0.142669664895038,,,,87.57305392878243,,,,,329.3611743049576,0.198402813734333,,,,0.063165789425482,834.6847134895578,,,,,41.91017177649433,0.0355202630417331,,,,0.008422702406985,35.69450201883132,,,,,0.06315510517660364,
discharge,2008-05-03 14:04:34,24,B0007,227,5964,05964.csv,1.6830744356583152,,,,,,,0.0,-0.0046262803027916,,15.708245357387636,,0.001,-0.9909479006218832,,,,1.9408455621301768,-1.930551031475332,,,32.11305439113157,,2.5339201183431954,3.532158560934324,,,,0.3392873388933967,0.3372949098270868,,,3.859166234225485,,0.4888660677278119,0.2578148839312093,,
impedance,2008-05-03 14:58:49,24,B0007,228,5965,05965.csv,,0.04815631252607322,0.07031487671206166,,-159.34395697678664,0.1432924142330552,,,,83.03616954464167,,,,,331.709453427899,0.1955159410756587,,,,0.0608933511201547,832.3363234726725,,,,,42.74775482617084,0.0361406341689723,,,,0.0082097528280172,36.21987912280027,,,,,0.06088301727397354,
charge,2008-05-03 15:30:41,24,B0007,229,5966,05966.csv,,,,,,,0.0,,0.0028638779556846,,-2.235465885118224,0.0,,0.5909130413894581,,,0.6194023447908342,,0.6152087686046263,,,25.40483874017581,3.9807074340527575,,4.152709194310727,,,0.6340134868379129,,0.6309384509264051,,,1.4942227197832647,1.457651499362396,,0.1052303862681545,,
impedance,2008-05-03 18:26:20,24,B0007,230,5967,05967.csv,,0.049804698569480284,0.07183693248710026,,-159.139431876024,0.1455781713223421,,,,82.97346249970406,,,,,329.3920504627331,0.1984288018519466,,,,0.0630247819038228,834.6696471870309,,,,,42.15645636773835,0.035919106884984,,,,0.0081246941376235,35.42064173819635,,,,,0.0630116452159131,
discharge,2008-05-03 18:58:13,24,B0007,231,5968,05968.csv,1.6779270142025482,,,,,,,0.0,0.0006917416508581,,15.559424166914033,,0.001,-0.9655059294943396,,,,1.934930177514793,-1.924719540998312,,,32.20371989479744,,2.528144970414201,3.5308376380023527,,,,0.3553043753543748,0.3531878150067828,,,3.882404105744909,,0.5080855493996586,0.257732872248002,,
impedance,2008-05-03 19:52:28,24,B0007,232,5969,05969.csv,,0.04871866527250497,0.07073110778960329,,-154.92723983592137,0.1390924434942044,,,,90.11962872734055,,,,,331.4279853983409,0.1959093960825188,,,,0.0612973092926818,833.0102676203454,,,,,42.433493103294666,0.0354074848298301,,,,0.0080801131475143,36.39111093622977,,,,,0.061287791224254616,
charge,2008-05-03 20:24:21,24,B0007,233,5970,05970.csv,,,,,,,-0.0006,,0.0007136693553268,,-2.20452931653611,0.0,,0.5892115067746571,,,0.6531271830985917,,0.6487998814529683,,,25.53866446967712,4.214241408450704,,4.150213011801893,,,0.6331219214080175,,0.6299913337282445,,,1.4999920631404655,1.1216482319788144,,0.1069926354730919,,
impedance,2008-05-03 23:10:37,24,B0007,234,5971,05971.csv,,0.04960142143548596,0.07212114083797687,,-157.05327534767943,0.1413393643185269,,,,88.57810651485147,,,,,329.6904464418779,0.1980751370349672,,,,0.062882916168654,834.5543053765265,,,,,42.04883506299786,0.0355550040301569,,,,0.008462231722765,35.52752405387314,,,,,0.06287138785001016,
discharge,2008-05-03 23:42:30,24,B0007,235,5972,05972.csv,1.6732060275966172,,,,,,,0.0,-0.0005875225596263,,15.582579960500269,,0.001,-0.96659062245081,,,,1.9347370919881304,-1.9245739020356047,,,32.23340825772458,,2.5279406528189914,3.5296958440720005,,,,0.3558149493397672,0.3535934937709248,,,3.886743848828055,,0.5094399200904023,0.2594183580173002,,
impedance,2008-05-04 00:36:36,24,B0007,236,5973,05973.csv,,0.04830978182442808,0.07064084986534173,,-158.67823933575684,0.1419609318400131,,,,91.58315048142832,,,,,331.7783739889416,0.1954250470246411,,,,0.0609041551267887,832.4418852356001,,,,,42.63401928508144,0.0356952947163438,,,,0.0080301013527407,36.28683582715938,,,,,0.06089441637819945,
charge,2008-05-04 01:08:29,24,B0007,237,5974,05974.csv,,,,,,,0.0006,,0.0044368151152864,,-2.2712339338158074,0.0,,0.5835151110037504,,,0.5962692565823438,,0.592157777971494,,,25.392212094931917,3.8500061951471354,,4.155306899207721,,,0.6316260189464055,,0.6285959443527472,,,1.5114554396134126,1.598470692918587,,0.1029506783854361,,
impedance,2008-05-04 04:09:47,24,B0007,238,5975,05975.csv,,0.04933286951263678,0.07263784411726666,,-155.23162733135348,0.1421934550200031,,,,90.95590846221796,,,,,329.35455497650804,0.198387306783596,,,,0.0630895690960162,834.7647102848033,,,,,41.89593999056451,0.0353336023377689,,,,0.0082326811672035,35.52835177038831,,,,,0.06307833504668028,
discharge,2008-05-04 04:41:40,24,B0007,239,5976,05976.csv,1.6674367208253988,,,,,,,0.0,0.0015362228806073,,15.62826995740361,,0.001,-0.9638912439298766,,,,1.934542857142857,-1.9243785304854075,,,32.212169716369466,,2.524907738095238,3.528181937212609,,,,0.3563277274948767,0.3542251005944805,,,3.9029232171790977,,0.5096206729208513,0.2594130837316264,,
impedance,2008-05-04 05:35:36,24,B0007,240,5977,05977.csv,,0.04802200703480097,0.07107634151010893,,-160.8996096059671,0.1477308027953773,,,,89.56512823768242,,,,,331.53701760042946,0.1957660397017506,,,,0.0610877694177612,832.4859374814201,,,,,42.75245755000485,0.0364532295131549,,,,0.0083419880695749,36.41173205959173,,,,,0.06107720419063716,
charge,2008-05-04 06:07:29,24,B0007,241,5978,05978.csv,,,,,,,0.0,,7.167044401760005e-05,,-2.2733488754122035,0.0,,0.5809166457634198,,,0.5961563810509968,,0.5920487199801124,,,25.37882063803655,3.8699844680300286,,4.15567222938149,,,0.6308383118080236,,0.6278205890909794,,,1.514815968780222,1.5762101599811422,,0.1025758474165188,,
impedance,2008-05-04 09:08:18,24,B0007,242,5979,05979.csv,,0.048245150285560964,0.07344417258506274,,-161.25161599690463,0.1469635330007635,,,,87.27945685459213,,,,,330.26222967703256,0.1973664751672939,,,,0.062245653886526,833.8100288892061,,,,,42.42754569518298,0.0364235917742637,,,,0.0085998604790116,35.97138127781311,,,,,0.06223492182575907,
discharge,2008-05-04 09:40:11,24,B0007,243,5980,05980.csv,1.6622662630667526,,,,,,,0.0,0.0022247263394136,,15.493860911252622,,0.001,-0.941544497664025,,,,1.9285922619047615,-1.918402879916178,,,32.21746401954225,,2.517339285714286,3.5265730179666974,,,,0.3715988780242728,0.369401148866462,,,3.9247215360750296,,0.5278725347086992,0.2593373861312046,,
impedance,2008-05-04 10:34:08,24,B0007,244,5981,05981.csv,,0.04887856396815102,0.07067979605623653,,-164.03268770710332,0.1516470310990049,,,,89.26040532826744,,,,,331.5789508458783,0.1957928965188287,,,,0.0609913875956431,832.3789659259373,,,,,43.15080222582452,0.0370556063105849,,,,0.0080613628689082,36.23891451801296,,,,,0.060980025785327636,
charge,2008-05-04 11:06:02,24,B0007,245,5982,05982.csv,,,,,,,0.0,,0.003750321847735,,-2.2567990927351147,0.0,,0.5769306142477633,,,0.5956068813295249,,0.5915470879419605,,,25.36610442135351,3.862667618800312,,4.156007874053479,,,0.6301559844759208,,0.6271331014724113,,,1.5172547181627662,1.58253435329669,,0.1020447491210112,,
