type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,RUL,delta_0
charge,2009-07-26 09:54:53,24,B0034,207,2012,02012.csv,,,,,1.2032510708881006
discharge,2009-07-26 12:55:45,24,B0034,208,2013,02013.csv,1.3482263029682544,,,0.0,1.4639123943859393
charge,2009-07-26 13:48:59,24,B0034,209,2014,02014.csv,,,,,1.324173145709583
discharge,2009-07-26 16:49:47,24,B0034,210,2015,02015.csv,1.3373192299576058,,,0.0,1.5437565644977571
charge,2009-07-26 17:42:54,24,B0034,211,2016,02016.csv,,,,,1.2210860480396153
discharge,2009-07-26 20:43:48,24,B0034,212,2017,02017.csv,1.3402523341553034,,,0.0,1.5206116724191494
impedance,2009-07-26 21:40:50,24,B0034,213,2018,02018.csv,,0.12514426993592384,0.1479917274975092,,0.4260728415304438
charge,2009-07-26 22:12:41,24,B0034,214,2019,02019.csv,,,,,0.25196258486355916
impedance,2009-07-27 01:18:12,24,B0034,215,2020,02020.csv,,0.12503673880990576,0.14709839825347462,,0.44700183294641604
discharge,2009-07-27 01:50:03,24,B0034,216,2021,02021.csv,1.3290965682379121,,,0.0,1.5359751037884386
charge,2009-07-27 02:43:12,24,B0034,217,2022,02022.csv,,,,,1.258323317707801
discharge,2009-07-27 05:43:49,24,B0034,218,2023,02023.csv,1.3323485655766352,,,0.0,1.577326586042511
charge,2009-07-27 06:36:51,24,B0034,219,2024,02024.csv,,,,,1.137431474253373
discharge,2009-07-27 09:37:15,24,B0034,220,2025,02025.csv,1.3501541310555516,,,0.0,1.6174582737943888
charge,2009-07-27 10:30:25,24,B0034,221,2026,02026.csv,,,,,1.0988923761265934
discharge,2009-07-27 13:29:48,24,B0034,222,2027,02027.csv,1.381523441054128,,,0.0,1.6096817942330803
charge,2009-07-27 14:23:04,24,B0034,223,2028,02028.csv,,,,,1.0820419374610932
discharge,2009-07-27 17:21:22,24,B0034,224,2029,02029.csv,1.3835971952817807,,,0.0,1.3358748240992684
impedance,2009-07-27 18:18:44,24,B0034,225,2030,02030.csv,,0.12501919950433807,0.14557947640155203,,0.4323273968872771
charge,2009-07-27 18:50:36,24,B0034,226,2031,02031.csv,,,,,0.5301197862540725
impedance,2009-07-27 21:56:08,24,B0034,227,2032,02032.csv,,0.12467329235782244,0.14748044207172012,,0.43562836137420424
discharge,2009-07-27 22:28:00,24,B0034,228,2033,02033.csv,1.3301161862080901,,,0.0,1.4879410695513853
charge,2009-07-27 23:21:06,24,B0034,229,2034,02034.csv,,,,,1.4417767536514603
discharge,2009-07-28 02:21:28,24,B0034,230,2035,02035.csv,1.3176982121703233,,,0.0,1.5381554101725528
charge,2009-07-28 03:14:13,24,B0034,231,2036,02036.csv,,,,,1.367183400398396
discharge,2009-07-28 06:15:44,24,B0034,232,2037,02037.csv,1.3063657719651272,,,0.0,1.5310520115269624
charge,2009-07-28 07:08:23,24,B0034,233,2038,02038.csv,,,,,1.0364752024163917
discharge,2009-07-28 10:09:52,24,B0034,234,2039,02039.csv,1.3381567383793782,,,0.0,1.678233572258425
charge,2009-07-28 11:02:51,24,B0034,235,2040,02040.csv,,,,,1.2529890796273502
discharge,2009-07-28 14:03:56,24,B0034,236,2041,02041.csv,1.3563258092165067,,,0.0,1.7469629854198454
impedance,2009-07-28 15:00:48,24,B0034,237,2042,02042.csv,,0.12499548805511769,0.1454261128439781,,0.44294086614600936
charge,2009-07-28 15:32:40,24,B0034,238,2043,02043.csv,,,,,0.21420777250164372
impedance,2009-07-28 18:37:37,24,B0034,239,2044,02044.csv,,0.12510922586265477,0.14713518551853855,,0.4431082652553616
discharge,2009-07-28 19:09:29,24,B0034,240,2045,02045.csv,1.3648997529550058,,,0.0,1.4795484574315851
charge,2009-07-28 20:02:28,24,B0034,241,2046,02046.csv,,,,,1.613769462016028
discharge,2009-07-28 23:02:26,24,B0034,242,2047,02047.csv,1.3337639975535058,,,0.0,1.4701380990811233
charge,2009-07-28 23:55:08,24,B0034,243,2048,02048.csv,,,,,1.3740826446706873
discharge,2009-07-29 02:56:24,24,B0034,244,2049,02049.csv,1.3060123668658763,,,0.0,1.566079904002082
charge,2009-07-29 03:48:56,24,B0034,245,2050,02050.csv,,,,,1.284984953276273
discharge,2009-07-29 06:50:26,24,B0034,246,2051,02051.csv,1.3101868361375808,,,0.0,1.583851337780758
charge,2009-07-29 07:42:54,24,B0034,247,2052,02052.csv,,,,,0.9654599436522074
discharge,2009-07-29 10:44:27,24,B0034,248,2053,02053.csv,1.3567668941696103,,,0.0,1.6977534079230177
impedance,2009-07-29 11:41:13,24,B0034,249,2054,02054.csv,,0.12715033918595858,0.14681949893074303,,0.4391946541230332
charge,2009-07-29 12:13:05,24,B0034,250,2055,02055.csv,,,,,0.14754019609632843
impedance,2009-07-29 15:18:41,24,B0034,251,2056,02056.csv,,0.12646381756196046,0.14648062666585737,,0.43475087525115563
discharge,2009-07-29 15:50:33,24,B0034,252,2057,02057.csv,1.3916857433587717,,,0.0,1.611425267851982
charge,2009-07-29 16:43:31,24,B0034,253,2058,02058.csv,,,,,1.5779877884177484
discharge,2009-07-29 19:41:04,24,B0034,254,2059,02059.csv,1.3629935079344777,,,0.0,1.4789999799623557
charge,2009-07-29 20:33:51,24,B0034,255,2060,02060.csv,,,,,1.6175223666698695
discharge,2009-07-29 23:34:17,24,B0034,256,2061,02061.csv,1.3211711973900628,,,0.0,1.4783336450365183
charge,2009-07-30 00:26:46,24,B0034,257,2062,02062.csv,,,,,1.3602082452496542
discharge,2009-07-30 03:28:18,24,B0034,258,2063,02063.csv,1.3074869015593356,,,0.0,1.5808892396227125
charge,2009-07-30 04:20:49,24,B0034,259,2064,02064.csv,,,,,1.2636319000290708
discharge,2009-07-30 07:22:22,24,B0034,260,2065,02065.csv,1.3105881895483489,,,0.0,1.582063494718879
impedance,2009-07-30 08:18:45,24,B0034,261,2066,02066.csv,,0.12629283692192952,0.14924938739821067,,0.44204946133238554
charge,2009-07-30 08:50:38,24,B0034,262,2067,02067.csv,,,,,0.32446532156712377
impedance,2009-07-30 11:56:13,24,B0034,263,2068,02068.csv,,0.12712331469517385,0.14658666242262558,,0.443512775360068
discharge,2009-07-30 12:28:05,24,B0034,264,2069,02069.csv,1.376312668196664,,,0.0,1.5181319516966765
charge,2009-07-30 13:20:56,24,B0034,265,2070,02070.csv,,,,,1.0413515119354078
discharge,2009-07-30 16:19:05,24,B0034,266,2071,02071.csv,1.391764929132287,,,0.0,1.5176689505271492
charge,2009-07-30 17:11:57,24,B0034,267,2072,02072.csv,,,,,1.563895527245986
discharge,2009-07-30 20:09:43,24,B0034,268,2073,02073.csv,1.3649746353453525,,,0.0,1.4655122222407797
charge,2009-07-30 21:02:14,24,B0034,269,2074,02074.csv,,,,,1.6675318950783964
discharge,2009-07-31 00:03:07,24,B0034,270,2075,02075.csv,1.3219093937291897,,,0.0,1.520578700822168
charge,2009-07-31 00:55:17,24,B0034,271,2076,02076.csv,,,,,1.4012658106134037
discharge,2009-07-31 03:56:28,24,B0034,272,2077,02077.csv,1.3090033888073913,,,0.0,1.5898709968908193
impedance,2009-07-31 04:52:29,24,B0034,273,2078,02078.csv,,0.12467657922262426,0.1488448574616441,,0.4303105067219553
charge,2009-07-31 05:24:22,24,B0034,274,2079,02079.csv,,,,,0.21308231239011613
impedance,2009-07-31 08:29:58,24,B0034,275,2080,02080.csv,,0.12448935870719206,0.1481547693370429,,0.4442965578535067
discharge,2009-07-31 09:01:51,24,B0034,276,2081,02081.csv,1.3327005721973733,,,0.0,1.7477459991617412
charge,2009-07-31 09:54:14,24,B0034,277,2082,02082.csv,,,,,1.8632620344984787
discharge,2009-07-31 15:42:00,24,B0034,278,2083,02083.csv,1.7423975189669398,,,0.0,0.6223008909925455
impedance,2009-07-31 17:01:26,24,B0034,279,2084,02084.csv,,0.12752625849069282,0.14760489045437203,,0.4370548699212213
charge,2009-07-31 17:33:22,24,B0034,280,2085,02085.csv,,,,,0.454788030669782
impedance,2009-07-31 20:31:09,24,B0034,281,2086,02086.csv,,0.12729606918141628,0.1479466364268468,,0.44128075788078136
discharge,2009-07-31 21:03:02,24,B0034,282,2087,02087.csv,1.37734756281946,,,0.0,1.428835256056958
charge,2009-07-31 21:55:46,24,B0034,283,2088,02088.csv,,,,,1.4872998645126891
discharge,2009-08-01 00:54:40,24,B0034,284,2089,02089.csv,1.34875988767775,,,0.0,1.4916370056616852
charge,2009-08-01 01:47:04,24,B0034,285,2090,02090.csv,,,,,1.3124725498284502
discharge,2009-08-01 04:46:48,24,B0034,286,2091,02091.csv,1.3501504559881146,,,0.0,1.5006845501926758
charge,2009-08-01 05:39:00,24,B0034,287,2092,02092.csv,,,,,1.3187825905895885
discharge,2009-08-01 08:40:39,24,B0034,288,2093,02093.csv,1.3387814875085953,,,0.0,1.5341252500191258
charge,2009-08-01 09:32:45,24,B0034,289,2094,02094.csv,,,,,1.3019175030380647
discharge,2009-08-01 12:33:32,24,B0034,290,2095,02095.csv,1.3253371210402685,,,0.0,1.5443137936511804
impedance,2009-08-01 13:29:32,24,B0034,291,2096,02096.csv,,0.1260424220403596,0.1491036847446478,,0.43955107741698723
charge,2009-08-01 14:01:25,24,B0034,292,2097,02097.csv,,,,,0.24543744264812398
impedance,2009-08-01 17:06:55,24,B0034,293,2098,02098.csv,,0.1259736664142202,0.1476030885314802,,0.4485573583403515
discharge,2009-08-01 17:38:48,24,B0034,294,2099,02099.csv,1.3308160596334049,,,0.0,1.5935799751040023
charge,2009-08-01 18:30:44,24,B0034,295,2100,02100.csv,,,,,1.3410902456681388
discharge,2009-08-01 21:30:33,24,B0034,296,2101,02101.csv,1.333083376618503,,,0.0,1.5312668652291943
charge,2009-08-01 22:22:34,24,B0034,297,2102,02102.csv,,,,,1.2983041231916097
discharge,2009-08-02 01:23:21,24,B0034,298,2103,02103.csv,1.3333226534895923,,,0.0,1.5784806265606157
charge,2009-08-02 02:15:09,24,B0034,299,2104,02104.csv,,,,,1.32465579167494
discharge,2009-08-02 05:16:47,24,B0034,300,2105,02105.csv,1.3264281097516475,,,0.0,1.5477065230772238
charge,2009-08-02 06:08:41,24,B0034,301,2106,02106.csv,,,,,1.3182449554814137
discharge,2009-08-02 09:10:15,24,B0034,302,2107,02107.csv,1.323971040986857,,,0.0,1.5475272054075535
impedance,2009-08-02 10:06:04,24,B0034,303,2108,02108.csv,,0.12492968061418613,0.15013244708852103,,0.44519085983772255
charge,2009-08-02 10:37:58,24,B0034,304,2109,02109.csv,,,,,0.19977381921579132
impedance,2009-08-02 13:43:33,24,B0034,305,2110,02110.csv,,0.12592318630908422,0.14900221863942292,,0.44410508066942367
discharge,2009-08-02 14:15:27,24,B0034,306,2111,02111.csv,1.3249364225071156,,,0.0,1.5835962594917345
charge,2009-08-02 15:07:18,24,B0034,307,2112,02112.csv,,,,,1.3004610025086834
discharge,2009-08-02 18:08:54,24,B0034,308,2113,02113.csv,1.3283067675570923,,,0.0,1.5595994278324132
charge,2009-08-02 19:00:39,24,B0034,309,2114,02114.csv,,,,,1.3240054821598914
discharge,2009-08-02 22:02:10,24,B0034,310,2115,02115.csv,1.314584348909226,,,0.0,1.5915676493114728
charge,2009-08-02 22:53:43,24,B0034,311,2116,02116.csv,,,,,1.351645497117956
discharge,2009-08-03 01:55:22,24,B0034,312,2117,02117.csv,1.3166841798543303,,,0.0,1.560098135640044
charge,2009-08-03 02:47:00,24,B0034,313,2118,02118.csv,,,,,1.3149695435114985
discharge,2009-08-03 05:48:39,24,B0034,314,2119,02119.csv,1.3041727649654073,,,0.0,1.574497743647951
impedance,2009-08-03 06:44:10,24,B0034,315,2120,02120.csv,,0.12514785764223796,0.14953131214706344,,0.44153362191259315
charge,2009-08-03 07:16:04,24,B0034,316,2121,02121.csv,,,,,0.08411999087612305
impedance,2009-08-03 10:21:40,24,B0034,317,2122,02122.csv,,0.12721211058806703,0.14904781793382083,,0.44596818498015106
discharge,2009-08-03 10:53:34,24,B0034,318,2123,02123.csv,1.3534450073572306,,,0.0,1.770707550518061
charge,2009-08-03 11:45:39,24,B0034,319,2124,02124.csv,,,,,1.0429330689641556
discharge,2009-08-03 14:44:14,24,B0034,320,2125,02125.csv,1.371294082513786,,,0.0,1.4910324730808993
charge,2009-08-03 15:36:25,24,B0034,321,2126,02126.csv,,,,,1.418404409971238
discharge,2009-08-03 18:38:05,24,B0034,322,2127,02127.csv,1.357699321922511,,,0.0,1.450692834829814
charge,2009-08-03 19:30:06,24,B0034,323,2128,02128.csv,,,,,1.5816429879099256
discharge,2009-08-03 22:31:42,24,B0034,324,2129,02129.csv,1.3286903090919502,,,0.0,1.528406636044024
charge,2009-08-03 23:23:20,24,B0034,325,2130,02130.csv,,,,,1.4442389211890898
discharge,2009-08-04 02:24:55,24,B0034,326,2131,02131.csv,1.3143943268181724,,,0.0,1.583524442939818
impedance,2009-08-04 03:20:22,24,B0034,327,2132,02132.csv,,0.12502201044319572,0.14883625258129018,,0.4511158188319655
charge,2009-08-04 03:52:16,24,B0034,328,2133,02133.csv,,,,,0.30702187949713416
impedance,2009-08-04 06:57:51,24,B0034,329,2134,02134.csv,,0.12614980127065387,0.14888025395802765,,0.4432228001963504
discharge,2009-08-05 10:47:54,24,B0034,330,2135,02135.csv,1.3866783030110723,,,0.0,1.702308923227724
impedance,2009-08-05 11:44:11,24,B0034,331,2136,02136.csv,,0.1262382116404525,0.14777245272754047,,0.4436750364615018
charge,2009-08-05 12:16:05,24,B0034,332,2137,02137.csv,,,,,0.09043830190886364
impedance,2009-08-05 15:21:17,24,B0034,333,2138,02138.csv,,0.12752737999818914,0.14835810683216127,,0.4462349197179429
discharge,2009-08-05 15:53:12,24,B0034,334,2139,02139.csv,1.3868330458429208,,,0.0,1.6747900808395715
charge,2009-08-05 16:45:40,24,B0034,335,2140,02140.csv,,,,,1.6561246040112536
discharge,2009-08-05 19:44:54,24,B0034,336,2141,02141.csv,1.3548037379291014,,,0.0,1.45618505968982
charge,2009-08-05 20:37:09,24,B0034,337,2142,02142.csv,,,,,1.4078948683080341
discharge,2009-08-05 23:38:49,24,B0034,338,2143,02143.csv,1.3255787669951669,,,0.0,1.5242764338578567
charge,2009-08-06 00:30:42,24,B0034,339,2144,02144.csv,,,,,1.3664192229820067
discharge,2009-08-06 03:32:21,24,B0034,340,2145,02145.csv,1.3119728676377553,,,0.0,1.4327678181450036
charge,2009-08-06 04:24:05,24,B0034,341,2146,02146.csv,,,,,1.2140155014543457
discharge,2009-08-06 07:22:48,24,B0034,342,2147,02147.csv,1.3064487948795198,,,0.0,1.303810680489241
impedance,2009-08-06 08:18:16,24,B0034,343,2148,02148.csv,,0.12670676499421998,0.15055591414968797,,0.4487843934042971
charge,2009-08-06 08:50:10,24,B0034,344,2149,02149.csv,,,,,0.31559703265495404
impedance,2009-08-06 11:53:22,24,B0034,345,2150,02150.csv,,0.12712394156179058,0.14733489661928478,,0.44512967722407265
discharge,2009-08-06 12:25:17,24,B0034,346,2151,02151.csv,1.3418431880549024,,,0.0,1.341138547870749
charge,2009-08-06 13:17:04,24,B0034,347,2152,02152.csv,,,,,0.8582470196866995
discharge,2009-08-06 16:13:25,24,B0034,348,2153,02153.csv,1.3609210170759327,,,0.0,1.3414704782222238
charge,2009-08-06 17:05:18,24,B0034,349,2154,02154.csv,,,,,1.3684751616035367
discharge,2009-08-06 20:00:59,24,B0034,350,2155,02155.csv,1.3299603677394973,,,0.0,1.2010196652631082
charge,2009-08-06 20:52:26,24,B0034,351,2156,02156.csv,,,,,1.2652837395909653
discharge,2009-08-06 23:49:34,24,B0034,352,2157,02157.csv,1.299069387625936,,,0.0,1.2611064035247592
charge,2009-08-07 00:40:51,24,B0034,353,2158,02158.csv,,,,,1.1376448995304511
discharge,2009-08-07 03:40:19,24,B0034,354,2159,02159.csv,1.2984544371955695,,,0.0,1.371441997778291
impedance,2009-08-07 04:35:26,24,B0034,355,2160,02160.csv,,0.1261700764551827,0.149951006318501,,0.4444145347924931
charge,2009-08-07 05:07:21,24,B0034,356,2161,02161.csv,,,,,0.06252680013648397
impedance,2009-08-07 08:12:41,24,B0034,357,2162,02162.csv,,0.12607750434285367,0.14854691995880184,,0.4428849942428382
discharge,2009-08-07 08:44:36,24,B0034,358,2163,02163.csv,1.3176486091610087,,,0.0,1.5124766298609262
charge,2009-08-07 09:35:47,24,B0034,359,2164,02164.csv,,,,,0.862028285584581
discharge,2009-08-07 12:32:22,24,B0034,360,2165,02165.csv,1.3360648564106594,,,0.0,1.3373347993094982
charge,2009-08-07 13:23:52,24,B0034,361,2166,02166.csv,,,,,0.778256849429777
discharge,2009-08-07 16:20:49,24,B0034,362,2167,02167.csv,1.3635797361860138,,,0.0,1.600602895323753
charge,2009-08-07 17:12:32,24,B0034,363,2168,02168.csv,,,,,1.7145930421922202
discharge,2009-08-07 20:14:10,24,B0034,364,2169,02169.csv,1.3333112541544827,,,0.0,1.4818290010016366
charge,2009-08-07 21:05:28,24,B0034,365,2170,02170.csv,,,,,1.5470049049297074
discharge,2009-08-08 00:07:05,24,B0034,366,2171,02171.csv,1.3023273463118925,,,0.0,1.5870147972391582
impedance,2009-08-08 01:01:57,24,B0034,367,2172,02172.csv,,0.12598470091171743,0.15009078391973413,,0.4415647568837162
charge,2009-08-08 01:33:53,24,B0034,368,2173,02173.csv,,,,,0.3417798710450401
impedance,2009-08-08 04:39:32,24,B0034,369,2174,02174.csv,,0.1258468150180572,0.15004171134665786,,0.45378706758471044
discharge,2009-08-08 05:11:27,24,B0034,370,2175,02175.csv,1.2888728444455875,,,0.0,1.642320416009979
charge,2009-08-08 06:02:11,24,B0034,371,2176,02176.csv,,,,,1.4319592457235686
discharge,2009-08-08 09:03:54,24,B0034,372,2177,02177.csv,1.2902746194203034,,,0.0,1.6325283378892268
charge,2009-08-08 09:54:44,24,B0034,373,2178,02178.csv,,,,,1.3427581569092186
discharge,2009-08-08 12:56:26,24,B0034,374,2179,02179.csv,1.292407565676824,,,0.0,1.6511558696794617
charge,2009-08-08 13:47:05,24,B0034,375,2180,02180.csv,,,,,1.3429178764776626
discharge,2009-08-08 16:48:44,24,B0034,376,2181,02181.csv,1.2954091505102339,,,0.0,1.6506273182159676
charge,2009-08-08 17:39:14,24,B0034,377,2182,02182.csv,,,,,1.4465880482072382
discharge,2009-08-08 20:40:51,24,B0034,378,2183,02183.csv,1.283229881592695,,,0.0,1.6210577520307352
impedance,2009-08-08 21:35:18,24,B0034,379,2184,02184.csv,,0.12566109406016077,0.15055468684649562,,0.4374639645507106
charge,2009-08-08 22:07:14,24,B0034,380,2185,02185.csv,,,,,0.2069867057219644
impedance,2009-08-09 01:12:53,24,B0034,381,2186,02186.csv,,0.1259459876773694,0.1508850262189733,,0.44992189810508787
discharge,2009-08-17 13:08:30,24,B0034,382,2187,02187.csv,1.4557454024367817,,,0.0,1.8968276495948393
impedance,2009-08-17 14:04:37,24,B0034,383,2188,02188.csv,,0.1281248698098174,0.14605420190100504,,0.44137061708684155
charge,2009-08-17 14:36:33,24,B0034,384,2189,02189.csv,,,,,0.23993557745422459
impedance,2009-08-17 17:42:13,24,B0034,385,2190,02190.csv,,0.12917547099435936,0.1487549819388528,,0.44925044235238704
discharge,2009-08-17 18:14:09,24,B0034,386,2191,02191.csv,1.454676342673242,,,0.0,1.4801208456974513
charge,2009-08-17 19:06:48,24,B0034,387,2192,02192.csv,,,,,1.5558192085751135
discharge,2009-08-17 22:06:54,24,B0034,388,2193,02193.csv,1.423427718198495,,,0.0,1.4841860904103097
charge,2009-08-17 22:59:22,24,B0034,389,2194,02194.csv,,,,,1.447155324819691
discharge,2009-08-18 02:01:03,24,B0034,390,2195,02195.csv,1.392551210363313,,,0.0,1.5399797675135387
charge,2009-08-18 02:53:20,24,B0034,391,2196,02196.csv,,,,,1.3624456503512488
discharge,2009-08-18 05:55:02,24,B0034,392,2197,02197.csv,1.3765732493746907,,,0.0,1.5658271340549395
charge,2009-08-18 06:47:07,24,B0034,393,2198,02198.csv,,,,,1.1707821423359697
discharge,2009-08-18 09:48:49,24,B0034,394,2199,02199.csv,1.3810190828982352,,,0.0,1.7447014451127527
impedance,2009-08-18 10:45:01,24,B0034,395,2200,02200.csv,,0.12817694826009338,0.14962009395491102,,0.45186170409041604
charge,2009-08-18 11:16:57,24,B0034,396,2201,02201.csv,,,,,0.060627804825705546
impedance,2009-08-18 14:22:41,24,B0034,397,2202,02202.csv,,0.12933937692896205,0.1488266666977823,,0.44754675366294017
discharge,2009-08-18 14:54:37,24,B0034,398,2203,02203.csv,1.4007568321672863,,,0.0,1.6237690860597735
charge,2009-08-18 15:46:59,24,B0034,399,2204,02204.csv,,,,,1.5566371889430048
discharge,2009-08-18 18:45:24,24,B0034,400,2205,02205.csv,1.374645303479972,,,0.0,1.403247323995461
charge,2009-08-18 19:37:31,24,B0034,401,2206,02206.csv,,,,,1.5437532793570508
discharge,2009-08-18 22:39:17,24,B0034,402,2207,02207.csv,1.3345924114397838,,,0.0,1.574376520195872
charge,2009-08-18 23:30:58,24,B0034,403,2208,02208.csv,,,,,2.8922528037348503
discharge,2009-08-19 02:32:38,24,B0034,404,2209,02209.csv,1.336396621564738,,,0.0,1.6732433978073444
charge,2009-08-19 03:24:08,24,B0034,405,2210,02210.csv,,,,,1.3843321965840854
discharge,2009-08-19 06:25:55,24,B0034,406,2211,02211.csv,1.3069152971756248,,,0.0,1.7137183247297838
impedance,2009-08-19 07:21:18,24,B0034,407,2212,02212.csv,,0.12806198607608624,0.15201514674694402,,0.45526594836956846
charge,2009-08-19 07:53:14,24,B0034,408,2213,02213.csv,,,,,0.1265849820637707
impedance,2009-08-19 10:58:56,24,B0034,409,2214,02214.csv,,0.1288554727133594,0.15063031795521487,,0.45100198148660514
discharge,2009-08-19 11:30:52,24,B0034,410,2215,02215.csv,1.341539456674081,,,0.0,1.6794554768209187
charge,2009-08-19 12:22:31,24,B0034,411,2216,02216.csv,,,,,1.242543996732536
discharge,2009-08-19 15:24:12,24,B0034,412,2217,02217.csv,1.346388970161922,,,0.0,1.6800129014982297
charge,2009-08-19 16:15:46,24,B0034,413,2218,02218.csv,,,,,1.3443250782357172
discharge,2009-08-19 19:17:33,24,B0034,414,2219,02219.csv,1.344989807277774,,,0.0,1.4716197273326197
charge,2009-08-19 20:09:06,24,B0034,415,2220,02220.csv,,,,,1.55716672932549
discharge,2009-08-19 23:10:50,24,B0034,416,2221,02221.csv,1.3158760805047784,,,0.0,1.5954433394490037
charge,2009-08-20 00:02:02,24,B0034,417,2222,02222.csv,,,,,1.4532412524094813
discharge,2009-08-20 03:03:46,24,B0034,418,2223,02223.csv,1.2972766889740088,,,0.0,1.6530775803439604
impedance,2009-08-20 03:58:53,24,B0034,419,2224,02224.csv,,0.12762332064717744,0.15206116447944432,,0.45642702538213376
charge,2009-08-20 04:30:50,24,B0034,420,2225,02225.csv,,,,,0.3151071355431796
impedance,2009-08-20 07:36:30,24,B0034,421,2226,02226.csv,,0.12852359406860886,0.1513695168864817,,0.449068540645511
discharge,2009-08-20 08:08:26,24,B0034,422,2227,02227.csv,1.2851255211005648,,,0.0,1.7044276160942788
charge,2009-08-20 08:59:28,24,B0034,423,2228,02228.csv,,,,,0.9768718339113663
discharge,2009-08-20 12:01:09,24,B0034,424,2229,02229.csv,1.3190209156530253,,,0.0,1.7099707716870745
charge,2009-08-20 12:52:27,24,B0034,425,2230,02230.csv,,,,,1.2377421442636158
discharge,2009-08-20 15:51:55,24,B0034,426,2231,02231.csv,1.3410097849290994,,,0.0,1.6582842020607513
charge,2009-08-20 16:43:08,24,B0034,427,2232,02232.csv,,,,,1.4955922397050518
discharge,2009-08-20 19:42:35,24,B0034,428,2233,02233.csv,1.326126983882746,,,0.0,1.5284114374118658
charge,2009-08-20 20:33:39,24,B0034,429,2234,02234.csv,,,,,1.5548002946260435
discharge,2009-08-20 23:35:23,24,B0034,430,2235,02235.csv,1.3091442679990724,,,0.0,1.6137787797168082
impedance,2009-08-21 00:30:11,24,B0034,431,2236,02236.csv,,0.12813991961449858,0.1531332374519551,,0.45440127521824253
charge,2009-08-21 01:02:08,24,B0034,432,2237,02237.csv,,,,,0.33276134910909744
impedance,2009-08-21 04:07:51,24,B0034,433,2238,02238.csv,,0.12776245905704176,0.1517947179106206,,0.4569304857787668
discharge,2009-08-21 17:59:25,24,B0034,434,2239,02239.csv,1.363001289617145,,,0.0,1.6127318193970528
impedance,2009-08-21 18:54:49,24,B0034,435,2240,02240.csv,,0.12803013479711486,0.14962083003574808,,0.4458149088422009
charge,2009-08-21 19:26:46,24,B0034,436,2241,02241.csv,,,,,0.6184382632556348
impedance,2009-08-21 22:32:29,24,B0034,437,2242,02242.csv,,0.12876327329854925,0.15122890704265185,,0.457105939387612
discharge,2009-08-21 23:04:26,24,B0034,438,2243,02243.csv,1.329285701687194,,,0.0,1.6363390838482479
charge,2009-08-21 23:55:20,24,B0034,439,2244,02244.csv,,,,,1.455473176729298
discharge,2009-08-22 02:57:06,24,B0034,440,2245,02245.csv,1.2969085930621855,,,0.0,1.669262744008878
charge,2009-08-22 03:47:50,24,B0034,441,2246,02246.csv,,,,,1.4261389592104194
discharge,2009-08-22 06:49:38,24,B0034,442,2247,02247.csv,1.2986285924941396,,,0.0,1.715136120078477
charge,2009-08-22 07:40:09,24,B0034,443,2248,02248.csv,,,,,1.4430434023004846
discharge,2009-08-22 10:41:58,24,B0034,444,2249,02249.csv,1.2840657611821942,,,0.0,1.6688696250973063
charge,2009-08-22 11:32:21,24,B0034,445,2250,02250.csv,,,,,2.7552208612583855
discharge,2009-08-22 14:34:05,24,B0034,446,2251,02251.csv,1.3021015914136362,,,0.0,1.7166685337935894
impedance,2009-08-22 15:28:30,24,B0034,447,2252,02252.csv,,0.12733503272360577,0.15260069350244984,,0.4533314316940626
charge,2009-08-22 16:00:27,24,B0034,448,2253,02253.csv,,,,,1.7294065396706
impedance,2009-08-22 19:06:10,24,B0034,449,2254,02254.csv,,0.12793445403942608,0.15305295395950377,,0.45329403220635733
discharge,2009-08-22 19:38:07,24,B0034,450,2255,02255.csv,1.3089076351731335,,,0.0,1.7608857272639236
charge,2009-08-22 20:28:32,24,B0034,451,2256,02256.csv,,,,,1.4862992948237317
discharge,2009-08-22 23:30:19,24,B0034,452,2257,02257.csv,1.2722519696513912,,,0.0,1.716240646434806
charge,2009-08-23 00:20:41,24,B0034,453,2258,02258.csv,,,,,1.445321789827382
discharge,2009-08-23 03:22:24,24,B0034,454,2259,02259.csv,1.276011534360331,,,0.0,1.705630209674213
charge,2009-08-23 04:12:36,24,B0034,455,2260,02260.csv,,,,,1.453089029722398
discharge,2009-08-23 07:14:19,24,B0034,456,2261,02261.csv,1.2605053003103004,,,0.0,1.7400220946722396
charge,2009-08-23 08:04:19,24,B0034,457,2262,02262.csv,,,,,1.415346092043227
discharge,2009-08-23 11:06:06,24,B0034,458,2263,02263.csv,1.2660681251347115,,,0.0,1.6626437226678608
impedance,2009-08-23 12:00:05,24,B0034,459,2264,02264.csv,,0.1269216243169195,0.15237598709994343,,0.45485853322044806
charge,2009-08-23 12:32:03,24,B0034,460,2265,02265.csv,,,,,0.2501072460433858
impedance,2009-08-23 15:37:51,24,B0034,461,2266,02266.csv,,0.12739231957297595,0.15304158902324658,,0.45586679099656385
discharge,2009-08-23 16:09:49,24,B0034,462,2267,02267.csv,1.265829016865281,,,0.0,1.7201954418758063
charge,2009-08-23 16:59:46,24,B0034,463,2268,02268.csv,,,,,1.456725014543352
discharge,2009-08-23 20:01:32,24,B0034,464,2269,02269.csv,1.2655873898206993,,,0.0,1.738601552864121
charge,2009-08-23 20:51:14,24,B0034,465,2270,02270.csv,,,,,1.4459553231224191
